filepath,class_id
SVIRO\train\i3_train_imageID_1403_seatPosition_2_GT_5.png,0
SVIRO\train\i3_train_imageID_1404_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1404_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1405_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1405_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1406_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1406_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1407_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_1407_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1408_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1408_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1409_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1409_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_140_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_140_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1410_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1410_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_1411_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1411_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_1412_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1412_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1413_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1413_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1414_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_1414_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1415_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1415_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1416_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1416_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1417_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1417_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1418_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1418_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1419_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1419_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_141_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_141_seatPosition_2_GT_5.png,0
SVIRO\train\i3_train_imageID_1420_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1420_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_1421_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1421_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1422_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_1422_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1423_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1423_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1424_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1424_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1425_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1425_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1426_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1426_seatPosition_2_GT_5.png,0
SVIRO\train\i3_train_imageID_1427_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1427_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1428_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1428_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1429_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1429_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_142_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_142_seatPosition_2_GT_5.png,0
SVIRO\train\i3_train_imageID_1430_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1430_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_1431_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1431_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1432_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1432_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1433_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1433_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1434_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1434_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1435_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1435_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1436_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1436_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1437_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1437_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_1438_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1438_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1439_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1439_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_143_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_143_seatPosition_2_GT_1.png,1
SVIRO\train\i3_train_imageID_1440_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1440_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1441_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1441_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1442_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1442_seatPosition_2_GT_5.png,0
SVIRO\train\i3_train_imageID_1443_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1443_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1444_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1444_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_1445_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1445_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1446_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1446_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1447_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1447_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1448_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1448_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1449_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1449_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_144_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_144_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1450_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1450_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1451_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1451_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1452_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1452_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1453_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1453_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1454_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1454_seatPosition_2_GT_5.png,0
SVIRO\train\i3_train_imageID_1455_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1455_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1456_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_1456_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_1457_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1457_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1458_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1458_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1459_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1459_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_145_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_145_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1460_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1460_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1461_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1461_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1462_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1462_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1463_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1463_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1464_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1464_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1465_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_1465_seatPosition_2_GT_1.png,1
SVIRO\train\i3_train_imageID_1466_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1466_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1467_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1467_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1468_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1468_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1469_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1469_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_146_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_146_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1470_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1470_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1471_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1471_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1472_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1472_seatPosition_2_GT_1.png,1
SVIRO\train\i3_train_imageID_1473_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1473_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_1474_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1474_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1475_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1475_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1476_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1476_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1477_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1477_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1478_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_1478_seatPosition_2_GT_1.png,1
SVIRO\train\i3_train_imageID_1479_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1479_seatPosition_2_GT_1.png,1
SVIRO\train\i3_train_imageID_147_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_147_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1480_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_1480_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1481_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1481_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1482_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1482_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1483_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1483_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1484_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1484_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1485_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_1485_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1486_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1486_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1487_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_1487_seatPosition_2_GT_1.png,1
SVIRO\train\i3_train_imageID_1488_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1488_seatPosition_2_GT_5.png,0
SVIRO\train\i3_train_imageID_1489_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1489_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_148_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_148_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1490_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1490_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1491_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1491_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1492_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1492_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1493_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1493_seatPosition_2_GT_1.png,1
SVIRO\train\i3_train_imageID_1494_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1494_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_1495_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_1495_seatPosition_2_GT_5.png,0
SVIRO\train\i3_train_imageID_1496_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1496_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1497_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1497_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1498_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1498_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1499_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1499_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_149_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_149_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_14_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_14_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1500_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_1500_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1501_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1501_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1502_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1502_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1503_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1503_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1504_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1504_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1505_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1505_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1506_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1506_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1507_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1507_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1508_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1508_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1509_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1509_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_150_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_150_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1510_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1510_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1511_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1511_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1512_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1512_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_1513_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1513_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1514_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1514_seatPosition_2_GT_5.png,0
SVIRO\train\i3_train_imageID_1515_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1515_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1516_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1516_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1517_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1517_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1518_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1518_seatPosition_2_GT_1.png,1
SVIRO\train\i3_train_imageID_1519_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1519_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_151_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_151_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1520_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1520_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1521_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1521_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1522_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1522_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_1523_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_1523_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1524_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1524_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1525_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_1525_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1526_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_1526_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1527_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1527_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1528_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1528_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1529_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1529_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_152_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_152_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1530_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1530_seatPosition_2_GT_1.png,1
SVIRO\train\i3_train_imageID_1531_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_1531_seatPosition_2_GT_1.png,1
SVIRO\train\i3_train_imageID_1532_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1532_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1533_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1533_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1534_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1534_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1535_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1535_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1536_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1536_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1537_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1537_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1538_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_1538_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1539_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1539_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_153_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_153_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1540_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1540_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1541_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1541_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1542_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1542_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1543_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1543_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1544_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1544_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1545_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1545_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1546_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1546_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1547_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1547_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1548_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1548_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_1549_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1549_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_154_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_154_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1550_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1550_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1551_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1551_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1552_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1552_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_1553_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1553_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1554_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1554_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1555_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_1555_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1556_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1556_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1557_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1557_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1558_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1558_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1559_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1559_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_155_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_155_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1560_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1560_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1561_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1561_seatPosition_2_GT_5.png,0
SVIRO\train\i3_train_imageID_1562_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1562_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_1563_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_1563_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1564_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1564_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1565_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_1565_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1566_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1566_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1567_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1567_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1568_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1568_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_1569_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1569_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_156_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_156_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1570_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1570_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1571_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1571_seatPosition_2_GT_1.png,1
SVIRO\train\i3_train_imageID_1572_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1572_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1573_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1573_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1574_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1574_seatPosition_2_GT_0.png,0
